instrument_name,mode_category,beat_category,gukak_style,music_src_nm,split_data
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00187,train
피리,계면조계열,혼합 및 기타,퓨전국악,BM_FS2_01113,train
해금,계면조계열,균등,퓨전국악,BP_FS1_00214,train
소금,평조계열,균등,퓨전국악,BP_FS2_03567,train
대금,계면조계열,균등,퓨전국악,BP_FS2_02861,train
해금,계면조계열,균등,퓨전국악,BP_FS1_00264,train
해금,평조계열,균등,퓨전국악,BP_FS1_00323,train
거문고,계면조계열,불균등,퓨전국악,BP_FS2_01035,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01518,train
대금,평조계열,불균등,퓨전국악,BP_FS2_01031,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02542,train
피리,계면조계열,균등,퓨전국악,BP_FS2_00834,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00290,train
대금,계면조계열,균등,퓨전국악,BP_FS2_02864,train
소금,평조계열,혼합 및 기타,퓨전국악,BM_FS2_03281,train
대금,계면조계열,혼합 및 기타,퓨전국악,BM_FS3_03048,train
대금,평조계열,균등,퓨전국악,BP_FS2_00937,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00282,train
피리,평조계열,균등,퓨전국악,BM_FS2_03288,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02543,train
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01549,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02875,train
태평소,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_01109,train
거문고,평조계열,혼합 및 기타,퓨전국악,BP_FS2_00956,train
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01543,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01576,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01003,train
소금,계면조계열,혼합 및 기타,퓨전국악,BM_FS2_03269,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02626,train
대금,평조계열,균등,퓨전국악,BP_FS2_00935,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02595,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00309,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01575,train
단소,평조계열,균등,퓨전국악,BM_FS2_03270,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01459,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01502,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00278,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00223,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01558,train
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02537,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01503,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00193,train
대금,계면조계열,균등,퓨전국악,BP_FS2_00983,train
대금,평조계열,균등,퓨전국악,BP_FS2_00990,train
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02825,train
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02834,train
피리,계면조계열,균등,퓨전국악,BM_FS2_03285,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01505,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_00195,train
피리,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02814,train
거문고,평조계열,균등,퓨전국악,BP_FS2_00949,train
해금,평조계열,균등,퓨전국악,BP_FS1_00242,train
가야금,평조계열,균등,퓨전국악,BP_FS1_02501,train
장구,,균등,퓨전국악,BP_FS2_01466,train
해금,계면조계열,혼합 및 기타,퓨전국악,BM_FS1_00274,train
소금,평조계열,균등,퓨전국악,BP_FS2_00925,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00256,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00253,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00201,train
거문고,계면조계열,불균등,퓨전국악,BP_FS2_01044,train
대금,평조계열,균등,퓨전국악,BP_FS2_01539,train
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02620,train
대금,계면조계열,불균등,퓨전국악,BP_FS2_01028,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00279,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_02790,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00220,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01462,train
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01550,train
태평소,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_01987,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_02791,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_02792,train
해금,평조계열,균등,퓨전국악,BP_FS1_00313,train
피리,평조계열,균등,퓨전국악,BP_FS2_00776,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02611,train
태평소,평조계열,혼합 및 기타,퓨전국악,BP_FS2_03485,train
대금,평조계열,균등,퓨전국악,BP_FS2_00999,train
대금,평조계열,균등,퓨전국악,BP_FS2_00945,train
가야금,평조계열,혼합 및 기타,퓨전국악,BM_FS2_03349,train
피리,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02854,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00205,train
거문고,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_01066,train
피리,계면조계열,균등,퓨전국악,BP_FS2_02883,train
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02536,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02504,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02608,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00219,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01556,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00237,train
피리,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02830,train
피리,계면조계열,균등,퓨전국악,BP_FS2_00832,train
해금,평조계열,균등,퓨전국악,BP_FS1_00261,train
태평소,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01989,train
태평소,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01110,train
해금,평조계열,혼합 및 기타,퓨전국악,BM_FS2_03347,train
태평소,계면조계열,균등,퓨전국악,BM_FS2_01107,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02638,train
해금,계면조계열,균등,퓨전국악,BP_FS1_00233,train
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02855,train
해금,계면조계열,혼합 및 기타,퓨전국악,BM_FS1_00179,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_00296,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_02837,train
해금,계면조계열,혼합 및 기타,퓨전국악,BM_FS1_00229,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02624,train
해금,평조계열,균등,퓨전국악,BP_FS2_02801,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01560,train
해금,계면조계열,균등,퓨전국악,BM_FS1_00241,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00271,train
해금,평조계열,혼합 및 기타,퓨전국악,BM_FS1_00258,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02642,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_00265,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02644,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02602,train
해금,계면조계열,균등,퓨전국악,BP_FS1_00249,train
소금,평조계열,균등,퓨전국악,BP_FS2_00926,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_00192,train
가야금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_02597,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00236,train
소금,평조계열,균등,퓨전국악,BP_FS2_03560,train
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02824,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01010,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01553,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00221,train
대금,계면조계열,균등,퓨전국악,BP_FS2_00993,train
소금,평조계열,균등,퓨전국악,BP_FS2_03556,train
대금,평조계열,균등,퓨전국악,BP_FS2_00936,train
가야금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_02601,train
거문고,평조계열,균등,퓨전국악,BP_FS2_00958,train
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_02780,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00251,train
피리,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02849,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00294,train
태평소,평조계열,혼합 및 기타,퓨전국악,BM_FS2_03355,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00238,train
피리,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02852,train
피리,계면조계열,균등,퓨전국악,BP_FS2_00830,train
태평소,계면조계열,균등,퓨전국악,BP_FS2_02805,train
거문고,평조계열,혼합 및 기타,퓨전국악,BP_FS2_00951,train
해금,평조계열,균등,퓨전국악,BP_FS1_00324,train
소금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_01588,train
대금,평조계열,균등,퓨전국악,BP_FS2_02799,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00288,train
소금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01586,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_00900,train
피리,계면조계열,혼합 및 기타,퓨전국악,BM_FS2_03286,train
해금,평조계열,혼합 및 기타,퓨전국악,BM_FS2_03346,train
소금,평조계열,균등,퓨전국악,BM_FS2_03280,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_00217,train
소금,평조계열,균등,퓨전국악,BP_FS2_00924,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02827,train
가야금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_02578,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00273,train
해금,계면조계열,균등,퓨전국악,BP_FS1_00248,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01554,train
대금,평조계열,혼합 및 기타,퓨전국악,BM_FS2_03344,train
해금,평조계열,균등,퓨전국악,BP_FS1_00321,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02826,train
대금,평조계열,균등,퓨전국악,BP_FS2_01540,train
거문고,평조계열,균등,퓨전국악,BP_FS2_00957,train
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02835,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00284,train
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_00933,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02629,train
해금,평조계열,혼합 및 기타,퓨전국악,BM_FS1_00311,train
피리,평조계열,혼합 및 기타,퓨전국악,BM_FS2_01965,train
거문고,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_01065,train
소금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_03550,train
해금,평조계열,균등,퓨전국악,BP_FS2_02784,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01559,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01551,train
태평소,평조계열,균등,퓨전국악,BP_FS2_03487,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01506,train
대금,계면조계열,균등,퓨전국악,BP_FS2_00996,train
거문고,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_01499,train
피리,평조계열,균등,퓨전국악,BP_FS2_00779,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00224,train
거문고,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_01460,train
해금,계면조계열,균등,퓨전국악,BM_FS1_00250,train
대금,계면조계열,균등,퓨전국악,BP_FS2_00986,train
거문고,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01578,train
해금,평조계열,균등,퓨전국악,BM_FS1_00285,train
피리,평조계열,균등,퓨전국악,BP_FS2_00775,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01005,train
거문고,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01498,train
피리,평조계열,혼합 및 기타,퓨전국악,BP_FS2_02848,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00180,train
대금,평조계열,균등,퓨전국악,BP_FS2_01541,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00216,train
대금,평조계열,균등,퓨전국악,BP_FS2_00939,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02612,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00267,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00184,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01515,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02503,train
대금,계면조계열,균등,퓨전국악,BP_FS2_00989,train
아쟁,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01990,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01009,train
거문고,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_01064,train
거문고,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01511,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02544,train
소금,평조계열,균등,퓨전국악,BP_FS2_01584,train
피리,계면조계열,균등,퓨전국악,BP_FS2_01104,train
해금,계면조계열,균등,퓨전국악,BP_FS2_02873,train
피리,평조계열,혼합 및 기타,퓨전국악,BM_FS2_03191,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02604,train
해금,평조계열,균등,퓨전국악,BP_FS1_00208,train
대금,계면조계열,혼합 및 기타,퓨전국악,BM_FS3_03025,train
태평소,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01986,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00303,train
거문고,평조계열,혼합 및 기타,퓨전국악,BP_FS2_00952,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01504,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_00262,train
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01544,train
피리,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_00829,train
해금,계면조계열,균등,퓨전국악,BP_FS1_00287,train
소금,평조계열,균등,퓨전국악,BP_FS2_03551,train
해금,평조계열,균등,퓨전국악,BP_FS2_02782,train
대금,계면조계열,혼합 및 기타,퓨전국악,BM_FS2_03200,train
피리,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02884,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01008,train
태평소,계면조계열,혼합 및 기타,퓨전국악,BM_FS3_03075,train
대금,평조계열,균등,퓨전국악,BP_FS2_00995,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_00200,train
대금,계면조계열,균등,퓨전국악,BP_FS2_01542,train
피리,평조계열,혼합 및 기타,퓨전국악,BP_FS2_02795,train
피리,평조계열,균등,퓨전국악,BP_FS2_02785,train
가야금,평조계열,혼합 및 기타,퓨전국악,BM_FS1_02510,train
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02865,train
대금,계면조계열,균등,퓨전국악,BP_FS2_00982,train
거문고,평조계열,균등,퓨전국악,BP_FS2_00899,train
피리,계면조계열,혼합 및 기타,퓨전국악,BM_FS2_03340,train
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02866,train
해금,계면조계열,균등,퓨전국악,BP_FS2_02869,train
해금,평조계열,혼합 및 기타,퓨전국악,BM_FS1_00266,train
가야금,평조계열,혼합 및 기타,퓨전국악,BM_FS1_02575,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00289,train
피리,평조계열,균등,퓨전국악,BP_FS2_00778,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00225,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02508,train
거문고,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01577,train
가야금,평조계열,혼합 및 기타,퓨전국악,BM_FS1_02607,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00255,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02540,train
가야금,평조계열,혼합 및 기타,퓨전국악,BM_FS1_02594,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02625,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02623,train
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02500,train
피리,계면조계열,균등,퓨전국악,BP_FS2_00828,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02502,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00298,train
아쟁,평조계열,균등,퓨전국악,BP_FS2_01991,train
해금,평조계열,균등,퓨전국악,BP_FS1_00306,train
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_01494,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00186,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02614,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00196,train
피리,평조계열,균등,퓨전국악,BP_FS2_02802,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02838,train
해금,평조계열,균등,퓨전국악,BM_FS1_00194,train
피리,계면조계열,균등,퓨전국악,BM_FS2_03197,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00199,train
피리,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02847,train
피리,평조계열,균등,퓨전국악,BM_FS2_03187,train
해금,계면조계열,균등,퓨전국악,BP_FS1_00245,train
태평소,평조계열,혼합 및 기타,퓨전국악,BP_FS2_03488,train
피리,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_00827,train
해금,계면조계열,균등,퓨전국악,BP_FS1_00243,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_00210,train
해금,계면조계열,균등,퓨전국악,BP_FS1_00302,train
거문고,계면조계열,불균등,퓨전국악,BP_FS2_01040,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_02836,train
대금,계면조계열,균등,퓨전국악,BP_FS2_00985,train
거문고,계면조계열,불균등,퓨전국악,BP_FS2_01034,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00231,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00240,train
피리,계면조계열,균등,퓨전국악,BP_FS2_02878,train
대금,평조계열,균등,퓨전국악,BP_FS2_02798,train
피리,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_00826,train
대금,계면조계열,균등,퓨전국악,BP_FS2_01000,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01449,train
대금,평조계열,혼합 및 기타,퓨전국악,BM_FS2_03348,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00222,train
대금,계면조계열,균등,퓨전국악,BP_FS2_00981,train
소금,평조계열,혼합 및 기타,퓨전국악,BM_FS2_03284,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02639,train
해금,평조계열,균등,퓨전국악,BP_FS1_00211,train
장구,,균등,퓨전국악,BP_FS2_01465,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00259,train
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01546,train
거문고,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01063,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02631,train
피리,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02850,train
대금,평조계열,균등,퓨전국악,BP_FS2_00997,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01058,train
대금,계면조계열,균등,퓨전국악,BP_FS2_02823,train
소금,평조계열,혼합 및 기타,퓨전국악,BP_FS2_03549,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00181,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02517,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01060,train
피리,평조계열,혼합 및 기타,퓨전국악,BM_FS2_03341,train
소금,평조계열,균등,퓨전국악,BP_FS2_03557,train
가야금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_02515,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02622,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01581,train
거문고,평조계열,혼합 및 기타,퓨전국악,BP_FS2_00946,train
피리,계면조계열,균등,퓨전국악,BP_FS2_00833,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00185,train
거문고,평조계열,균등,퓨전국악,BP_FS2_00907,train
대금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02621,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02636,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02613,train
소금,평조계열,균등,퓨전국악,BP_FS2_03559,train
대금,계면조계열,균등,퓨전국악,BP_FS2_02863,train
대금,평조계열,혼합 및 기타,퓨전국악,BM_FS2_02788,train
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_01548,train
대금,평조계열,균등,퓨전국악,BP_FS2_02797,train
소금,계면조계열,균등,퓨전국악,BP_FS2_01081,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02872,train
해금,계면조계열,균등,퓨전국악,BP_FS2_02871,train
거문고,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_01456,train
대금,계면조계열,균등,퓨전국악,BP_FS2_00984,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_00215,train
태평소,평조계열,혼합 및 기타,퓨전국악,BM_FS2_01985,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00272,train
대금,계면조계열,혼합 및 기타,퓨전국악,BP_FS2_02813,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_00905,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01458,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01501,train
가야금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_02576,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00297,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00235,train
소금,계면조계열,균등,퓨전국악,BP_FS2_01082,train
거문고,평조계열,균등,퓨전국악,BP_FS2_01580,train
대금,계면조계열,균등,퓨전국악,BP_FS2_02862,train
거문고,평조계열,균등,퓨전국악,BP_FS2_00948,train
해금,평조계열,혼합 및 기타,퓨전국악,BP_FS1_00291,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00191,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00230,train
대금,평조계열,균등,퓨전국악,BM_FS2_03194,train
거문고,평조계열,혼합 및 기타,퓨전국악,BP_FS2_01512,train
해금,계면조계열,혼합 및 기타,퓨전국악,BP_FS1_00312,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01450,train
피리,평조계열,혼합 및 기타,퓨전국악,BP_FS2_02794,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01006,train
거문고,계면조계열,균등,퓨전국악,BP_FS2_01001,train
소금,평조계열,균등,퓨전국악,BP_FS2_03554,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07579,train
단소,계면조계열,균등,궁중음악,AP_C09_07719,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07576,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07569,train
대금,계면조계열,균등,궁중음악,AP_C09_02170,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07088,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C06_07673,train
거문고,계면조계열,균등,궁중음악,AP_C09_02182,train
피리,평조계열,혼합 및 기타,궁중음악,AP_C01_07130,train
태평소,평조계열,균등,궁중음악,AP_C10_07164,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07614,train
소금,평조계열,균등,궁중음악,AP_C03_07819,train
단소,계면조계열,균등,궁중음악,AP_C09_07740,train
피리,계면조계열,균등,궁중음악,AM_C09_02208,train
피리,평조계열,혼합 및 기타,궁중음악,AP_C01_07125,train
소금,평조계열,균등,궁중음악,AP_C03_07824,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07098,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07574,train
소금,평조계열,균등,궁중음악,AP_C03_07813,train
아쟁,평조계열,균등,궁중음악,AP_C07_07625,train
해금,계면조계열,균등,궁중음악,AP_C09_02204,train
거문고,계면조계열,균등,궁중음악,AP_C09_02178,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07604,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C06_07675,train
아쟁,평조계열,균등,궁중음악,AP_C07_07633,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07577,train
소금,평조계열,균등,궁중음악,AP_C03_07846,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C06_07670,train
소금,계면조계열,균등,궁중음악,AP_C09_07754,train
태평소,평조계열,균등,궁중음악,AP_C10_00029,train
소금,계면조계열,균등,궁중음악,AP_C09_07757,train
태평소,평조계열,균등,궁중음악,AP_C10_00031,train
소금,평조계열,혼합 및 기타,궁중음악,AP_C06_07696,train
소금,평조계열,균등,궁중음악,AP_C03_07822,train
단소,계면조계열,균등,궁중음악,AP_C09_07729,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07591,train
단소,계면조계열,균등,궁중음악,AP_C09_07704,train
대금,계면조계열,균등,궁중음악,AP_C09_02168,train
태평소,평조계열,균등,궁중음악,AP_C10_07161,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07613,train
피리,계면조계열,균등,궁중음악,AP_C09_02215,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C05_08090,train
단소,계면조계열,균등,궁중음악,AP_C09_07718,train
대금,평조계열,균등,궁중음악,AP_C03_00014,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07616,train
단소,계면조계열,균등,궁중음악,AP_C09_07722,train
소금,계면조계열,균등,궁중음악,AP_C09_07765,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07658,train
대금,계면조계열,균등,궁중음악,AP_C09_02173,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07094,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C06_07674,train
아쟁,평조계열,균등,궁중음악,AP_C07_07634,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07646,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C06_07687,train
소금,평조계열,균등,궁중음악,AP_C03_07809,train
장구,,균등,궁중음악,AP_C09_02207,train
소금,평조계열,균등,궁중음악,AP_C03_07835,train
소금,계면조계열,혼합 및 기타,궁중음악,AP_C06_07688,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C04_07584,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07112,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07654,train
가야금,계면조계열,균등,궁중음악,AP_C09_02188,train
편종,평조계열,혼합 및 기타,궁중음악,AP_C01_07104,train
아쟁,평조계열,혼합 및 기타,궁중음악,AP_C08_07647,train
소금,계면조계열,균등,궁중음악,AP_C09_07747,train
단소,계면조계열,균등,궁중음악,AP_C09_07727,train
편경,평조계열,혼합 및 기타,궁중음악,AP_C01_07087,train
