index,audio_key,pitch_range,num_measures,bpm,genre,track_role,inst,sample_rhythm,time_signature,min_velocity,max_velocity,split_data,id
3663,aminor,mid_high,3,120,창작국악,sub_melody,가야금,triplet,4/4,103,127,train,BP_CR2_01179
3664,b-minor,very_high,3,120,창작국악,sub_melody,가야금,triplet,12/8,79,116,train,BP_CR2_01661
3665,gminor,high,3,120,창작국악,main_melody,해금,triplet,4/4,54,109,train,BP_CR2_00705
3666,eminor,very_high,10,120,창작국악,main_melody,대금,triplet,4/4,70,70,train,BP_CR2_01302
3667,gminor,mid_high,8,120,창작국악,bass,아쟁,triplet,6/8,61,79,train,BP_CR1_02911
3668,cmajor,high,2,120,창작국악,main_melody,해금,triplet,4/4,94,127,train,BP_CR2_00620
3669,a-major,high,9,120,창작국악,main_melody,해금,triplet,4/4,61,127,train,BP_CR2_00527
3670,bminor,mid_high,7,120,창작국악,bass,아쟁,triplet,12/8,73,117,train,BP_CR1_02004
3671,e-minor,very_high,3,120,창작국악,sub_melody,단소,triplet,12/8,55,127,train,BP_CR1_02928
3672,b-major,mid_high,3,120,창작국악,sub_melody,가야금,triplet,12/8,81,103,train,BP_CR2_01745
3673,cmajor,mid_high,6,120,창작국악,sub_melody,가야금,triplet,3/2,91,127,train,BP_CR2_00146
3674,fmajor,mid,9,120,창작국악,bass,거문고,triplet,4/4,63,63,train,BM_CR2_02324
3675,dmajor,high,4,120,창작국악,main_melody,해금,standard,4/4,67,72,train,BP_CR2_00682
3676,gmajor,high,3,120,창작국악,main_melody,해금,triplet,4/4,85,127,train,BP_CR2_00634
3677,b-major,very_high,10,120,창작국악,main_melody,해금,triplet,5/4,48,77,train,BM_CR2_03303
3678,bminor,very_high,5,120,창작국악,main_melody,해금,triplet,4/4,70,70,train,BP_CR2_00406
3679,dminor,high,2,120,창작국악,main_melody,해금,triplet,4/4,102,127,train,BP_CR2_00615
3680,e-major,very_high,5,120,창작국악,main_melody,해금,triplet,12/8,52,103,train,BP_CR2_00342
3681,g#minor,high,3,120,창작국악,riff,태평소,triplet,9/8,56,76,train,BP_CR1_03476
3682,b-major,very_high,5,120,창작국악,main_melody,대금,standard,4/4,110,127,train,BP_CR2_00721
3683,e-minor,very_high,7,120,창작국악,sub_melody,단소,triplet,4/4,70,70,train,BP_CR2_00353
3684,cminor,mid,6,120,창작국악,bass,아쟁,standard,12/8,63,88,train,BP_CR1_02755
3685,cminor,high,3,120,창작국악,main_melody,해금,triplet,4/4,119,119,train,BP_CR2_01775
3686,gmajor,high,21,120,창작국악,main_melody,해금,triplet,4/4,63,127,train,BM_CR2_00651
3687,fmajor,high,4,120,창작국악,main_melody,피리,triplet,12/8,65,95,train,BP_CR1_03440
3688,dminor,very_high,7,120,창작국악,main_melody,대금,standard,6/8,69,78,train,BP_CR2_01354
3689,gminor,very_high,8,120,창작국악,main_melody,대금,triplet,4/4,70,70,train,BP_CR2_01295
3690,fmajor,mid_high,3,120,창작국악,sub_melody,가야금,triplet,4/4,97,97,train,BP_CR2_01761
3691,gminor,mid_high,6,120,창작국악,bass,거문고,triplet,4/4,54,54,train,BP_CR1_02739
3692,cmajor,very_high,16,120,창작국악,main_melody,해금,triplet,4/4,49,127,train,BM_CR2_00489
3693,e-major,high,11,120,창작국악,main_melody,해금,triplet,4/4,77,127,train,BP_CR2_00137
3694,eminor,high,7,120,창작국악,main_melody,해금,triplet,4/4,65,78,train,BP_CR1_00035
3695,bminor,high,8,120,창작국악,bass,아쟁,triplet,12/8,64,112,train,BP_CR1_02005
3696,b-minor,high,3,120,창작국악,main_melody,피리,triplet,36/8,97,126,train,BM_CR2_03241
3697,e-major,very_high,5,120,창작국악,main_melody,대금,standard,6/8,68,68,train,BP_CR2_01366
3698,a-major,very_high,8,120,창작국악,main_melody,해금,triplet,4/4,67,127,train,BP_CR2_00528
3699,cminor,mid_high,21,120,창작국악,sub_melody,가야금,triplet,12/8,46,94,train,BM_CR2_01876
3700,eminor,high,5,120,창작국악,main_melody,해금,triplet,6/8,44,88,train,BP_CR2_00702
3701,cminor,very_high,4,120,창작국악,main_melody,해금,triplet,12/8,67,127,train,BP_CR2_00163
3702,dmajor,very_high,5,120,창작국악,main_melody,해금,triplet,4/4,65,123,train,BP_CR1_00031
3703,b-minor,high,4,120,창작국악,sub_melody,가야금,triplet,12/8,55,116,train,BP_CR2_01673
3704,b-minor,very_high,3,120,창작국악,riff,태평소,triplet,12/8,54,77,train,BP_CR1_03483
3705,gminor,mid_high,9,120,창작국악,bass,거문고,triplet,4/4,51,51,train,BP_CR1_02748
3706,g#minor,mid_high,3,120,창작국악,sub_melody,가야금,triplet,12/8,109,127,train,BP_CR2_01712
3707,a-major,very_high,8,120,창작국악,main_melody,대금,standard,6/8,71,77,train,BP_CR2_01369
3708,e-major,very_high,8,120,창작국악,main_melody,해금,triplet,4/4,49,122,train,BP_CR2_00529
3709,dminor,high,5,120,창작국악,sub_melody,가야금,triplet,4/4,51,106,train,BP_CR1_02553
3710,b-major,high,5,120,창작국악,main_melody,피리,triplet,12/8,70,70,train,BP_CR1_02127
3711,emajor,high,5,120,창작국악,bass,아쟁,triplet,12/8,52,101,train,BP_CR1_02006
3712,f#major,very_high,3,120,창작국악,sub_melody,단소,triplet,12/8,82,127,train,BP_CR1_02924
3713,eminor,high,18,120,창작국악,main_melody,해금,triplet,3/4,45,80,train,BM_CR2_03307
3714,fmajor,high,4,120,창작국악,main_melody,해금,standard,4/4,110,127,train,BP_CR2_01768
3715,e-major,high,3,120,창작국악,main_melody,해금,standard,4/4,73,97,train,BP_CR2_00689
3716,gminor,mid_high,4,120,창작국악,sub_melody,가야금,triplet,4/4,74,127,train,BP_CR2_00152
3717,dminor,high,3,120,창작국악,main_melody,해금,triplet,4/4,90,127,train,BP_CR2_00617
3718,e-major,high,5,120,창작국악,sub_melody,가야금,standard,6/8,56,86,train,BP_CR2_00795
3719,eminor,high,7,120,창작국악,main_melody,해금,triplet,4/4,35,106,train,BP_CR2_00701
3720,cmajor,high,11,120,창작국악,sub_melody,가야금,triplet,4/4,33,127,train,BP_CR2_01646
3721,gmajor,mid_high,3,120,창작국악,sub_melody,가야금,triplet,4/4,68,126,train,BP_CR2_01638
3722,b-major,very_high,8,120,창작국악,main_melody,해금,triplet,4/4,70,70,train,BP_CR2_00124
3723,e-major,very_high,5,120,창작국악,main_melody,해금,triplet,6/8,89,117,train,BP_CR2_00678
3724,gminor,very_high,6,120,창작국악,main_melody,해금,standard,6/8,61,126,train,BP_CR2_00156
3725,g#minor,very_high,4,120,창작국악,main_melody,대금,triplet,9/8,51,86,train,BP_CR1_03455
3726,cminor,mid,5,120,창작국악,accompaniment,장구,triplet,4/4,68,118,train,BP_CR2_00007
3727,eminor,mid_high,16,120,창작국악,sub_melody,가야금,triplet,4/4,61,88,train,BM_CR2_03296
3728,e-minor,high,6,120,창작국악,sub_melody,가야금,triplet,3/4,53,85,train,BP_CR1_02523
3729,cminor,mid_high,1,83,창작국악,accompaniment,장구,triplet,18/8,46,46,train,BP_CR1_00118
3730,fmajor,mid,2,120,창작국악,bass,아쟁,triplet,12/8,48,71,train,BP_CR1_02763
3731,c#minor,very_high,3,120,창작국악,main_melody,피리,triplet,12/8,55,85,train,BP_CR1_03443
3732,e-minor,mid,4,120,창작국악,bass,아쟁,triplet,18/8,70,70,train,BP_CR1_02670
3733,a-major,very_high,12,120,창작국악,main_melody,해금,triplet,6/8,65,127,train,BP_CR2_00487
3734,cmajor,high,6,120,창작국악,sub_melody,가야금,triplet,4/4,26,83,train,BP_CR1_02551
3735,f#minor,mid_high,6,120,창작국악,sub_melody,가야금,triplet,12/8,46,94,train,BP_CR2_01853
3736,gminor,high,8,120,창작국악,main_melody,피리,triplet,4/4,118,118,train,BP_CR2_00808
3737,bmajor,high,4,120,창작국악,main_melody,해금,triplet,4/4,74,103,train,BP_CR2_00691
3738,aminor,high,8,120,창작국악,sub_melody,가야금,standard,4/4,107,123,train,BP_CR2_01634
3739,fmajor,mid,2,120,창작국악,bass,아쟁,triplet,12/8,52,52,train,BP_CR1_03431
3740,e-minor,high,4,120,창작국악,main_melody,피리,triplet,12/8,52,94,train,BP_CR2_00867
3741,e-minor,high,1,72,창작국악,main_melody,피리,triplet,12/8,65,84,train,BP_CR2_00862
3742,gmajor,mid_high,4,120,창작국악,bass,거문고,triplet,4/4,70,76,train,BP_CR1_02967
3743,fminor,high,18,120,창작국악,riff,양금,triplet,6/8,65,65,train,BM_CR1_02139
3744,cmajor,mid_high,4,120,창작국악,bass,거문고,triplet,4/4,51,51,train,BP_CR1_02738
3745,bminor,high,3,120,창작국악,main_melody,피리,triplet,4/4,70,92,train,BP_CR2_00412
3746,aminor,high,4,120,창작국악,main_melody,해금,triplet,4/4,61,100,train,BP_CR1_00034
3747,fminor,mid_high,5,120,창작국악,sub_melody,가야금,triplet,4/4,89,103,train,BP_CR2_01762
3748,e-minor,high,6,120,창작국악,sub_melody,가야금,triplet,3/4,52,78,train,BP_CR1_02524
3749,fmajor,mid_high,3,120,창작국악,sub_melody,가야금,triplet,4/4,95,127,train,BP_CR2_01630
3750,dminor,high,8,120,창작국악,sub_melody,가야금,triplet,4/4,59,112,train,BP_CR2_01625
3751,f#major,very_high,6,120,창작국악,main_melody,해금,triplet,3/4,64,97,train,BP_CR2_00685
3752,fminor,very_high,6,120,창작국악,main_melody,해금,triplet,4/4,70,76,train,BP_CR2_00135
3753,fmajor,mid_high,4,120,창작국악,bass,아쟁,triplet,12/8,79,79,train,BP_CR1_02765
3754,bminor,very_high,3,120,창작국악,main_melody,대금,triplet,4/4,70,70,train,BP_CR2_00393
3755,cmajor,very_high,8,120,창작국악,main_melody,대금,triplet,6/8,74,77,train,BP_CR2_01351
3756,gminor,mid_high,6,120,창작국악,bass,거문고,triplet,4/4,51,51,train,BP_CR1_02732
3757,a-major,very_high,15,120,창작국악,main_melody,해금,triplet,6/8,42,83,train,BM_CR2_03295
3758,c#major,mid_high,3,120,창작국악,sub_melody,가야금,triplet,12/8,56,56,train,BP_CR1_02198
3759,aminor,high,4,120,창작국악,main_melody,해금,triplet,4/4,48,90,train,BP_CR1_00040
3760,bminor,mid_high,7,120,창작국악,bass,아쟁,triplet,6/8,60,86,train,BP_CR1_02894
3761,e-major,very_high,8,120,창작국악,main_melody,해금,standard,4/4,63,127,train,BP_CR2_00027
3762,cminor,high,14,120,창작국악,sub_melody,가야금,triplet,6/8,56,120,train,BM_CR2_02407
3763,dmajor,mid_high,5,120,창작국악,sub_melody,가야금,triplet,4/4,70,100,train,BP_CR2_00399
3764,a-major,very_high,12,120,창작국악,main_melody,해금,triplet,6/8,50,118,train,BP_CR2_00484
3765,gmajor,mid,5,120,창작국악,bass,거문고,triplet,4/4,53,53,train,BP_CR1_02745
3766,cminor,mid_high,4,120,창작국악,sub_melody,가야금,standard,3/2,93,122,train,BP_CR2_00147
3767,fminor,mid_high,3,120,창작국악,sub_melody,가야금,triplet,12/8,91,103,train,BP_CR2_01746
3768,b-major,very_high,1,120,창작국악,main_melody,대금,triplet,48/8,80,80,train,BP_CR2_01437
3769,fmajor,very_high,7,120,창작국악,main_melody,대금,triplet,4/4,98,126,train,BP_CR2_01280
3770,gminor,high,8,120,창작국악,main_melody,대금,triplet,4/4,62,114,train,BP_CR2_01324
3771,e-minor,very_high,7,120,창작국악,sub_melody,단소,triplet,4/4,70,70,train,BP_CR2_00354
3772,gminor,very_high,14,120,창작국악,main_melody,해금,triplet,3/8,62,81,train,BP_CR2_00676
3773,amajor,high,3,120,창작국악,sub_melody,가야금,triplet,12/8,78,127,train,BP_CR2_01727
3774,cminor,high,2,120,창작국악,sub_melody,가야금,standard,12/8,65,116,train,BP_CR2_01679
3775,fminor,high,7,120,창작국악,sub_melody,가야금,triplet,10/8,67,70,train,BP_CR1_02123
3776,bminor,very_high,5,120,창작국악,riff,태평소,triplet,12/8,70,70,train,BP_CR1_02135
3777,e-major,very_high,5,120,창작국악,main_melody,해금,triplet,12/8,52,86,train,BP_CR2_00341
3778,fminor,very_high,5,120,창작국악,riff,태평소,triplet,4/4,70,100,train,BP_CR2_00390
3779,cminor,very_high,5,120,창작국악,main_melody,해금,triplet,4/4,79,115,train,BP_CR2_00028
3780,fminor,high,4,120,창작국악,sub_melody,가야금,triplet,4/4,62,118,train,BP_CR2_00011
3781,fminor,mid_high,7,120,창작국악,bass,아쟁,triplet,4/4,55,104,train,BP_CR1_02685
3782,fmajor,very_high,5,120,창작국악,sub_melody,가야금,triplet,4/4,69,127,train,BP_CR2_01611
3783,fminor,high,5,120,창작국악,sub_melody,가야금,triplet,10/8,70,77,train,BP_CR1_02122
3784,dminor,high,3,120,창작국악,sub_melody,가야금,triplet,12/8,50,66,train,BP_CR1_02561
3785,aminor,very_high,5,120,창작국악,main_melody,해금,triplet,4/4,56,100,train,BP_CR1_00044
3786,gminor,mid_high,12,120,창작국악,bass,거문고,triplet,4/4,56,56,train,BP_CR1_02734
3787,fminor,high,3,120,창작국악,main_melody,피리,triplet,18/8,70,70,train,BP_CR1_02118
3788,a-major,mid_high,4,120,창작국악,sub_melody,가야금,triplet,12/8,97,127,train,BP_CR2_01732
3789,a-major,high,3,120,창작국악,sub_melody,가야금,standard,12/8,82,116,train,BP_CR2_01663
3790,a-major,very_high,2,120,창작국악,sub_melody,단소,triplet,12/8,122,127,train,BP_CR1_02934
3791,bmajor,mid_high,17,120,창작국악,sub_melody,가야금,triplet,4/4,54,75,train,BM_CR1_02016
3792,cminor,high,16,120,창작국악,sub_melody,가야금,triplet,4/4,39,83,train,BM_CR2_03313
3793,f#minor,high,33,120,창작국악,sub_melody,가야금,triplet,4/4,42,108,train,BM_CR2_02421
3794,eminor,very_high,11,120,창작국악,main_melody,해금,triplet,4/4,75,127,train,BP_CR1_02032
3795,gminor,high,9,120,창작국악,main_melody,해금,triplet,12/8,59,127,train,BP_CR2_00140
3796,f#minor,mid_high,7,120,창작국악,bass,아쟁,triplet,6/8,50,77,train,BP_CR1_02895
3797,fmajor,high,1,120,창작국악,main_melody,해금,triplet,4/4,104,120,train,BP_CR2_00669
3798,amajor,very_high,15,120,창작국악,main_melody,대금,standard,6/8,67,71,train,BP_CR2_01355
3799,cminor,high,5,120,창작국악,main_melody,해금,triplet,4/4,35,127,train,BP_CR2_00159
3800,gmajor,mid_high,7,120,창작국악,sub_melody,가야금,triplet,4/4,65,127,train,BP_CR2_01636
3801,fminor,high,4,120,창작국악,main_melody,피리,triplet,4/4,70,70,train,BP_CR2_00386
3802,fmajor,high,5,120,창작국악,sub_melody,가야금,triplet,4/4,91,127,train,BP_CR1_01154
3803,cminor,very_high,6,120,창작국악,main_melody,대금,duodecuplet,4/4,65,127,train,BP_CR2_00723
3804,bmajor,high,3,120,창작국악,main_melody,해금,triplet,4/4,62,98,train,BP_CR2_00690
3805,fminor,mid_high,7,120,창작국악,bass,아쟁,triplet,12/8,73,110,train,BP_CR1_02759
3806,e-major,high,4,120,창작국악,sub_melody,가야금,standard,4/4,115,127,train,BP_CR2_01789
3807,bminor,mid_high,3,120,창작국악,sub_melody,가야금,triplet,12/8,112,112,train,BP_CR2_01721
3808,b-minor,mid_high,5,120,창작국악,sub_melody,가야금,triplet,4/4,104,127,train,BP_CR2_00500
3809,a-major,high,2,120,창작국악,main_melody,해금,standard,12/8,66,102,train,BP_CR2_00339
3810,cmajor,mid_high,12,120,창작국악,accompaniment,장구,triplet,4/4,47,127,train,BP_CR1_01141
3811,b-minor,high,5,120,창작국악,main_melody,해금,triplet,4/4,48,127,train,BP_CR2_00503
3812,b-minor,very_high,11,120,창작국악,main_melody,해금,triplet,6/8,52,127,train,BP_CR2_00483
3813,c#major,high,1,120,창작국악,main_melody,대금,triplet,48/8,64,90,train,BP_CR2_01425
3814,bmajor,very_high,11,120,창작국악,main_melody,해금,triplet,6/8,80,127,train,BP_CR1_02030
3815,eminor,mid_high,4,120,창작국악,sub_melody,가야금,standard,4/4,108,127,train,BP_CR2_01165
3816,g#minor,mid_high,4,120,창작국악,bass,아쟁,triplet,9/8,51,71,train,BP_CR1_03459
3817,cminor,high,12,120,창작국악,sub_melody,가야금,triplet,3/4,55,107,train,BP_CR1_02584
3818,cminor,high,3,120,창작국악,main_melody,해금,triplet,4/4,71,127,train,BP_CR2_00636
3819,cminor,high,5,120,창작국악,main_melody,해금,triplet,12/8,35,126,train,BP_CR2_00162
3820,cmajor,high,5,120,창작국악,bass,아쟁,triplet,4/4,56,123,train,BP_CR1_02982
3821,b-major,mid_high,4,120,창작국악,bass,거문고,triplet,4/4,70,73,train,BP_CR1_02966
3822,b-minor,very_high,2,120,창작국악,main_melody,대금,triplet,12/8,68,110,train,BP_CR1_02208
3823,e-minor,high,11,120,창작국악,sub_melody,가야금,triplet,3/4,28,67,train,BP_CR1_02526
3824,fminor,high,5,120,창작국악,sub_melody,가야금,triplet,4/4,73,103,train,BP_CR2_01763
3825,eminor,high,6,120,창작국악,main_melody,해금,triplet,12/8,66,127,train,BP_CR2_00141
3826,dmajor,high,4,120,창작국악,main_melody,해금,triplet,4/4,90,127,train,BP_CR2_00633
3827,aminor,very_high,6,120,창작국악,sub_melody,가야금,triplet,4/4,74,127,train,BP_CR2_01618
3828,b-major,mid_high,6,120,창작국악,sub_melody,가야금,triplet,4/4,95,103,train,BP_CR2_01757
3829,fminor,high,11,120,창작국악,main_melody,해금,triplet,4/4,61,127,train,BP_CR2_00530
3830,cminor,mid_high,3,120,창작국악,bass,아쟁,triplet,12/8,56,92,train,BP_CR1_02774
3831,c#major,mid_high,13,120,창작국악,bass,아쟁,triplet,6/8,71,71,train,BP_CR1_02716
3832,fminor,mid_high,8,120,창작국악,bass,아쟁,triplet,4/4,66,100,train,BP_CR1_02683
3833,gmajor,high,10,120,창작국악,sub_melody,가야금,triplet,4/4,70,100,train,BP_CR2_00400
3834,bmajor,mid_high,16,120,창작국악,sub_melody,가야금,triplet,18/8,61,90,train,BM_CR2_01886
3835,dmajor,very_high,5,120,창작국악,main_melody,대금,standard,12/8,43,80,train,BP_CR2_00758
3836,gminor,mid,5,120,창작국악,bass,거문고,triplet,4/4,69,70,train,BP_CR1_02972
3837,cmajor,mid_high,4,160,창작국악,accompaniment,장구,triplet,12/8,67,67,train,BP_CR1_00116
3838,dmajor,high,2,120,창작국악,main_melody,해금,standard,6/4,110,110,train,BP_CR2_00681
3839,gminor,very_high,5,120,창작국악,sub_melody,가야금,triplet,6/8,48,84,train,BP_CR2_00799
3840,gminor,high,7,120,창작국악,bass,아쟁,triplet,3/4,67,116,train,BP_CR1_02985
3841,a-major,very_high,4,120,창작국악,main_melody,대금,triplet,12/8,54,89,train,BP_CR1_02229
3842,c#major,very_high,18,120,창작국악,main_melody,해금,triplet,4/4,50,124,train,BM_CR2_00482
3843,fminor,very_high,9,120,창작국악,main_melody,해금,triplet,4/4,58,70,train,BP_CR2_00133
3844,fminor,high,9,120,창작국악,sub_melody,가야금,triplet,4/4,67,76,train,BP_CR1_02111
3845,emajor,mid_high,28,120,창작국악,sub_melody,가야금,triplet,3/4,39,102,train,BM_CR2_02418
3846,aminor,high,3,120,창작국악,main_melody,해금,triplet,12/8,52,77,train,BP_CR1_03439
3847,e-major,high,8,120,창작국악,sub_melody,가야금,triplet,4/4,80,104,train,BP_CR2_00021
3848,fminor,high,8,120,창작국악,main_melody,해금,triplet,4/4,70,70,train,BP_CR2_00128
3849,fminor,high,4,120,창작국악,main_melody,피리,triplet,18/8,70,70,train,BP_CR1_02117
3850,e-minor,mid_low,6,120,창작국악,sub_melody,가야금,triplet,4/4,64,127,train,BP_CR2_00494
3851,cminor,very_high,4,120,창작국악,main_melody,해금,triplet,4/4,108,122,train,BP_CR2_00671
3852,cminor,high,25,120,창작국악,main_melody,해금,triplet,4/4,53,118,train,BM_CR2_00008
3853,aminor,very_high,4,120,창작국악,sub_melody,가야금,triplet,4/4,68,127,train,BP_CR2_01650
3854,e-major,very_high,8,120,창작국악,main_melody,해금,triplet,4/4,37,127,train,BP_CR2_00522
3855,e-minor,mid_high,12,120,창작국악,bass,아쟁,triplet,6/8,67,67,train,BP_CR1_02717
3856,cminor,high,4,120,창작국악,sub_melody,가야금,triplet,4/4,97,101,train,BP_CR2_01754
3857,b-major,very_high,4,120,창작국악,main_melody,대금,standard,6/8,72,74,train,BP_CR2_01367
3858,e-major,very_high,9,120,창작국악,main_melody,해금,triplet,4/4,57,127,train,BP_CR2_00029
3859,fmajor,mid_high,4,120,창작국악,sub_melody,가야금,triplet,4/4,45,101,train,BP_CR1_02550
3860,cminor,mid_high,8,120,창작국악,accompaniment,장구,triplet,5/8,97,127,train,BP_CR1_01156
3861,cmajor,high,8,120,창작국악,sub_melody,가야금,triplet,4/4,61,127,train,BP_CR2_01626
3862,c#minor,high,2,120,창작국악,main_melody,해금,standard,12/8,55,71,train,BP_CR1_02178
3863,e-major,mid_high,3,120,창작국악,sub_melody,가야금,triplet,12/8,74,116,train,BP_CR2_01670
3864,fmajor,mid_high,6,120,창작국악,accompaniment,장구,triplet,4/4,60,127,train,BP_CR1_01143
3865,fminor,mid_high,7,120,창작국악,bass,아쟁,triplet,4/4,67,101,train,BP_CR1_02689
3866,aminor,very_high,5,120,창작국악,main_melody,해금,triplet,4/4,59,98,train,BP_CR1_00046
3867,cminor,high,9,120,창작국악,main_melody,해금,triplet,4/4,40,122,train,BP_CR2_00475
3868,aminor,mid_high,2,120,창작국악,bass,아쟁,triplet,12/8,51,51,train,BP_CR1_03433
3869,cminor,very_high,13,120,창작국악,main_melody,해금,triplet,4/4,49,90,train,BM_CR2_03314
3870,amajor,very_high,5,120,창작국악,main_melody,해금,triplet,4/4,67,114,train,BP_CR1_00049
3871,bmajor,very_high,7,120,창작국악,main_melody,해금,triplet,4/4,48,100,train,BP_CR2_00686
3872,b-minor,mid_high,3,120,창작국악,sub_melody,가야금,triplet,12/8,63,78,train,BP_CR1_02213
3873,aminor,high,16,120,창작국악,main_melody,해금,triplet,4/4,63,107,train,BP_CR1_00037
3874,e-major,high,3,120,창작국악,sub_melody,가야금,triplet,12/8,61,116,train,BP_CR2_01671
3875,aminor,very_high,4,120,창작국악,sub_melody,가야금,triplet,4/4,45,127,train,BP_CR2_01617
3876,gminor,mid_high,10,120,창작국악,sub_melody,가야금,triplet,6/8,41,84,train,BP_CR2_00798
3877,a-major,mid_high,3,120,창작국악,bass,아쟁,triplet,12/8,48,89,train,BP_CR1_02777
3878,e-minor,high,11,120,창작국악,sub_melody,가야금,triplet,3/4,47,95,train,BP_CR1_02518
3879,gminor,high,15,120,창작국악,main_melody,해금,triplet,12/8,68,104,train,BM_CR2_00668
3880,bminor,mid_high,4,120,창작국악,sub_melody,가야금,triplet,12/8,79,127,train,BP_CR2_01729
3881,b-major,very_high,12,120,창작국악,main_melody,대금,triplet,6/8,67,72,train,BP_CR2_01373
3882,bminor,high,7,120,창작국악,main_melody,피리,triplet,4/4,70,70,train,BP_CR2_00414
3883,aminor,mid_high,3,120,창작국악,sub_melody,가야금,triplet,4/4,88,127,train,BP_CR2_01172
3884,f#major,mid_high,5,120,창작국악,sub_melody,가야금,triplet,12/8,69,86,train,BP_CR1_02197
3885,b-major,high,4,120,창작국악,main_melody,해금,triplet,4/4,96,123,train,BP_CR2_01772
3886,gmajor,high,3,120,창작국악,main_melody,해금,triplet,4/4,68,127,train,BP_CR2_00621
3887,aminor,mid_high,8,120,창작국악,sub_melody,가야금,triplet,4/4,73,127,train,BP_CR2_01640
3888,eminor,very_high,8,120,창작국악,main_melody,대금,triplet,6/8,71,71,train,BP_CR2_01350
3889,e-minor,mid_high,5,120,창작국악,bass,아쟁,standard,4/4,67,67,train,BP_CR1_02713
3890,gmajor,mid_high,8,120,창작국악,bass,거문고,triplet,4/4,53,53,train,BP_CR1_02741
3891,cminor,very_high,7,120,창작국악,main_melody,대금,triplet,4/4,70,70,train,BP_CR2_00368
3892,amajor,high,2,120,창작국악,sub_melody,가야금,triplet,12/8,82,127,train,BP_CR2_01715
3893,fminor,mid_high,7,120,창작국악,bass,아쟁,triplet,4/4,72,106,train,BP_CR1_02686
3894,e-minor,high,2,120,창작국악,main_melody,해금,standard,4/4,69,89,train,BP_CR2_00695
3895,c#minor,very_high,3,120,창작국악,main_melody,대금,triplet,12/8,68,82,train,BP_CR1_02194
3896,fmajor,very_high,4,120,창작국악,main_melody,해금,triplet,4/4,106,127,train,BP_CR2_01767
3897,gmajor,high,2,120,창작국악,main_melody,해금,triplet,4/4,95,127,train,BP_CR2_00630
3898,dminor,high,3,120,창작국악,sub_melody,가야금,triplet,12/8,39,69,train,BP_CR1_02563
3899,e-major,high,3,120,창작국악,sub_melody,가야금,triplet,12/8,58,116,train,BP_CR2_01667
3900,b-major,very_high,6,120,창작국악,main_melody,대금,standard,4/4,126,127,train,BP_CR2_00719
3901,b-minor,high,6,120,창작국악,main_melody,해금,triplet,4/4,49,127,train,BP_CR2_00505
3902,aminor,mid_high,2,120,창작국악,bass,아쟁,triplet,12/8,53,58,train,BP_CR1_03435
3903,a-major,high,9,120,창작국악,riff,양금,triplet,3/4,53,53,train,BP_CR1_02710
3904,dminor,high,4,120,창작국악,sub_melody,가야금,standard,4/4,31,103,train,BP_CR1_02546
3905,bmajor,very_high,17,120,창작국악,riff,태평소,triplet,6/8,87,118,train,BP_CR1_02034
3906,cminor,very_high,17,120,창작국악,main_melody,해금,triplet,3/2,46,127,train,BM_CR2_00153
3907,gmajor,high,2,120,창작국악,main_melody,해금,triplet,4/4,127,127,train,BP_CR2_00635
3908,gminor,very_high,8,120,창작국악,main_melody,대금,triplet,4/4,93,127,train,BP_CR2_01277
3909,gminor,high,7,120,창작국악,bass,아쟁,triplet,6/8,65,109,train,BP_CR1_02984
3910,e-major,high,17,120,창작국악,sub_melody,가야금,triplet,4/4,56,85,train,BM_CR2_03319
3911,cminor,mid_high,3,120,창작국악,bass,아쟁,triplet,12/8,48,100,train,BP_CR1_02778
3912,gminor,high,7,120,창작국악,main_melody,피리,triplet,4/4,111,127,train,BP_CR2_00809
3913,emajor,very_high,8,120,창작국악,main_melody,대금,triplet,12/8,104,122,train,BM_CR2_03225
3914,bmajor,mid_high,11,120,창작국악,sub_melody,가야금,triplet,4/4,50,61,train,BP_CR1_02018
3915,c#major,very_high,2,120,창작국악,sub_melody,단소,triplet,12/8,85,127,train,BP_CR1_02926
3916,c#minor,mid_high,9,120,창작국악,bass,아쟁,triplet,4/4,59,103,train,BP_CR1_02008
3917,cminor,high,8,120,창작국악,sub_melody,가야금,triplet,4/4,70,100,train,BP_CR2_00373
3918,e-major,mid,5,120,창작국악,bass,아쟁,triplet,4/4,83,83,train,BP_CR1_03430
3919,gminor,high,4,120,창작국악,main_melody,피리,triplet,4/4,118,120,train,BP_CR2_00810
3920,aminor,high,11,120,창작국악,sub_melody,가야금,triplet,4/4,59,127,train,BP_CR2_01163
3921,bminor,very_high,11,120,창작국악,riff,태평소,triplet,4/4,70,70,train,BP_CR1_02107
3922,aminor,very_high,4,120,창작국악,main_melody,해금,triplet,4/4,72,84,train,BP_CR1_00047
3923,cminor,mid_high,7,120,창작국악,bass,아쟁,standard,12/8,64,80,train,BP_CR1_02756
3924,cminor,mid_high,5,120,창작국악,sub_melody,가야금,triplet,4/4,86,118,train,BP_CR2_00003
3925,cminor,very_high,7,120,창작국악,main_melody,대금,triplet,4/4,70,70,train,BP_CR2_00367
3926,bminor,high,4,120,창작국악,main_melody,해금,standard,4/4,93,120,train,BP_CR2_00660
3927,c#major,very_high,8,120,창작국악,main_melody,해금,standard,4/4,70,70,train,BP_CR2_00356
3928,b-major,very_high,6,120,창작국악,main_melody,대금,triplet,4/4,109,127,train,BP_CR2_00725
